OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200175,2025-02-08,C78170,CHAIR,5,68.34,332 MAIN ST,DEBIT CARD,PENDING,TRK71410605,6,WINTER15,REFERRAL,341.7
ORD200176,2025-06-28,C80151,TABLET,4,430.83,553 MAIN ST,GIFT CARD,PENDING,TRK88251529,8,WINTER15,REFERRAL,1723.32
ORD200177,2023-08-05,C55632,CHAIR,5,431.69,354 MAIN ST,CREDIT CARD,PENDING,TRK13003066,10,NO_COUPON,FACEBOOK,2158.45
ORD200178,2024-04-11,C53070,CHAIR,4,512.06,283 MAIN ST,ONLINE,DELIVERED,TRK49791755,5,SAVE10,GOOGLE,2048.24
ORD200179,2024-11-24,C27401,LAPTOP,3,539.91,500 MAIN ST,CREDIT CARD,DELIVERED,TRK14332053,8,NO_COUPON,EMAIL,1619.73
ORD200180,2023-03-18,C87216,TABLET,5,316.07,970 MAIN ST,CASH,RETURNED,TRK18713727,10,NO_COUPON,GOOGLE,1580.35
ORD200181,2024-08-31,C38966,PRINTER,5,404.39,247 MAIN ST,ONLINE,SHIPPED,TRK17205146,10,NO_COUPON,REFERRAL,2021.95
ORD200182,2025-03-19,C16612,DESK,1,600.54,596 MAIN ST,DEBIT CARD,PENDING,TRK96188223,4,WINTER15,GOOGLE,600.54
ORD200183,2024-04-18,C39246,MONITOR,5,186.28,258 MAIN ST,DEBIT CARD,DELIVERED,TRK16658182,8,SAVE10,EMAIL,931.4
ORD200184,2024-04-04,C65180,TABLET,4,214.54,231 MAIN ST,GIFT CARD,CANCELLED,TRK39255469,7,NO_COUPON,REFERRAL,858.16
ORD200185,2025-02-02,C46877,LAPTOP,1,210.7,572 MAIN ST,ONLINE,SHIPPED,TRK96935978,2,WINTER15,REFERRAL,210.7
ORD200186,2023-12-07,C30334,PHONE,2,133.55,322 MAIN ST,CASH,PENDING,TRK66388885,7,FREESHIP,FACEBOOK,267.1
ORD200187,2023-02-08,C21227,CHAIR,1,590.87,689 MAIN ST,GIFT CARD,RETURNED,TRK79129657,6,FREESHIP,REFERRAL,590.87
ORD200188,2025-03-15,C97715,CHAIR,2,363.91,927 MAIN ST,GIFT CARD,SHIPPED,TRK19515949,2,FREESHIP,REFERRAL,727.82
ORD200189,2023-07-05,C48939,PRINTER,5,429.45,597 MAIN ST,GIFT CARD,CANCELLED,TRK62786764,5,WINTER15,EMAIL,2147.25
ORD200190,2024-08-31,C35483,PRINTER,3,223.7,725 MAIN ST,CASH,RETURNED,TRK79638203,3,SAVE10,EMAIL,671.0999999999999
ORD200191,2025-03-08,C51494,LAPTOP,2,488.87,505 MAIN ST,ONLINE,CANCELLED,TRK58520306,4,FREESHIP,GOOGLE,977.74
ORD200192,2023-08-11,C58410,DESK,1,645.46,151 MAIN ST,GIFT CARD,CANCELLED,TRK19749672,5,SAVE10,GOOGLE,645.46
ORD200193,2023-07-21,C11644,PRINTER,1,46.66,429 MAIN ST,CASH,CANCELLED,TRK81320339,6,NO_COUPON,GOOGLE,46.66
ORD200194,2024-06-08,C53501,MONITOR,1,249.57,899 MAIN ST,CASH,SHIPPED,TRK90144892,3,FREESHIP,GOOGLE,249.57
ORD200195,2024-04-22,C63619,CHAIR,3,619.21,801 MAIN ST,DEBIT CARD,CANCELLED,TRK65385674,6,NO_COUPON,EMAIL,1857.63
ORD200196,2025-01-24,C40882,DESK,4,217.13,719 MAIN ST,CASH,DELIVERED,TRK64165503,8,WINTER15,EMAIL,868.52
ORD200197,2023-08-27,C80135,LAPTOP,5,221.51,723 MAIN ST,CASH,RETURNED,TRK95222269,5,WINTER15,REFERRAL,1107.55
ORD200198,2024-06-11,C37594,LAPTOP,4,340.3,926 MAIN ST,CASH,CANCELLED,TRK94405162,8,SAVE10,REFERRAL,1361.2
ORD200199,2025-01-23,C87524,PHONE,1,625.0,358 MAIN ST,ONLINE,RETURNED,TRK21114341,5,WINTER15,GOOGLE,625.0
ORD200200,2025-06-07,C97681,TABLET,5,433.26,895 MAIN ST,CREDIT CARD,DELIVERED,TRK37531040,9,SAVE10,GOOGLE,2166.3
ORD200201,2023-06-18,C10126,MONITOR,2,674.9,146 MAIN ST,ONLINE,SHIPPED,TRK75607531,4,SAVE10,FACEBOOK,1349.8
ORD200202,2025-02-06,C36938,MONITOR,3,253.98,636 MAIN ST,CREDIT CARD,CANCELLED,TRK52522904,3,FREESHIP,EMAIL,761.9399999999999
ORD200203,2025-01-21,C99173,PRINTER,3,356.84,172 MAIN ST,ONLINE,SHIPPED,TRK89849342,5,SAVE10,INSTAGRAM,1070.52
ORD200204,2023-09-05,C99775,LAPTOP,4,413.71,478 MAIN ST,GIFT CARD,CANCELLED,TRK21638425,9,FREESHIP,FACEBOOK,1654.84
ORD200205,2023-03-04,C19266,DESK,3,147.39,609 MAIN ST,DEBIT CARD,RETURNED,TRK58357269,3,NO_COUPON,EMAIL,442.17
ORD200206,2024-04-16,C31072,LAPTOP,4,229.1,729 MAIN ST,GIFT CARD,RETURNED,TRK77172975,8,WINTER15,EMAIL,916.4
ORD200207,2025-03-18,C54595,PHONE,1,121.96,999 MAIN ST,DEBIT CARD,DELIVERED,TRK44416659,3,NO_COUPON,GOOGLE,121.96
ORD200208,2024-10-08,C87777,DESK,2,408.32,597 MAIN ST,ONLINE,SHIPPED,TRK29003608,3,FREESHIP,FACEBOOK,816.64
ORD200209,2023-08-29,C35854,TABLET,5,187.97,706 MAIN ST,CASH,RETURNED,TRK30615168,9,SAVE10,GOOGLE,939.85
ORD200210,2024-12-05,C93821,CHAIR,3,358.48,513 MAIN ST,GIFT CARD,DELIVERED,TRK10658539,7,FREESHIP,FACEBOOK,1075.44
ORD200211,2025-01-03,C54390,PRINTER,3,193.58,185 MAIN ST,GIFT CARD,PENDING,TRK83853742,7,FREESHIP,EMAIL,580.74
ORD200212,2023-06-20,C53215,MONITOR,1,265.38,367 MAIN ST,CREDIT CARD,CANCELLED,TRK34751835,6,WINTER15,EMAIL,265.38
ORD200213,2023-04-20,C71122,LAPTOP,1,634.4,317 MAIN ST,CASH,CANCELLED,TRK54757882,6,SAVE10,EMAIL,634.4
ORD200214,2024-08-21,C29483,DESK,4,305.72,673 MAIN ST,ONLINE,DELIVERED,TRK89423603,5,NO_COUPON,FACEBOOK,1222.88
ORD200215,2023-08-10,C26767,PRINTER,1,303.6,432 MAIN ST,CASH,SHIPPED,TRK24585307,5,FREESHIP,FACEBOOK,303.6
ORD200216,2025-04-15,C70492,MONITOR,4,496.0,811 MAIN ST,ONLINE,CANCELLED,TRK84625405,8,WINTER15,GOOGLE,1984.0
ORD200217,2024-05-20,C61549,DESK,4,321.51,908 MAIN ST,CASH,RETURNED,TRK65596914,9,NO_COUPON,GOOGLE,1286.04
ORD200218,2023-04-28,C11665,TABLET,3,112.46,882 MAIN ST,GIFT CARD,SHIPPED,TRK10993930,6,SAVE10,INSTAGRAM,337.38
ORD200219,2025-05-02,C48946,LAPTOP,5,61.97,457 MAIN ST,CASH,DELIVERED,TRK99387220,6,SAVE10,EMAIL,309.85
ORD200220,2023-07-18,C79506,LAPTOP,2,373.17,497 MAIN ST,CREDIT CARD,PENDING,TRK95188748,6,SAVE10,REFERRAL,746.34
ORD200221,2024-02-23,C93473,TABLET,5,639.37,552 MAIN ST,DEBIT CARD,PENDING,TRK50003989,6,SAVE10,GOOGLE,3196.85
ORD200222,2023-05-04,C43124,CHAIR,4,693.36,931 MAIN ST,ONLINE,SHIPPED,TRK17293348,8,NO_COUPON,INSTAGRAM,2773.44
ORD200223,2024-09-11,C22783,PHONE,4,692.91,673 MAIN ST,CREDIT CARD,PENDING,TRK55009149,9,SAVE10,INSTAGRAM,2771.64
ORD200224,2023-09-23,C18567,PRINTER,4,91.46,507 MAIN ST,CASH,CANCELLED,TRK17554673,9,SAVE10,REFERRAL,365.84
ORD200225,2024-03-13,C99879,PHONE,3,273.96,692 MAIN ST,DEBIT CARD,RETURNED,TRK50246700,8,SAVE10,GOOGLE,821.8799999999999
ORD200226,2025-06-27,C31501,DESK,3,588.05,242 MAIN ST,GIFT CARD,DELIVERED,TRK93063929,8,NO_COUPON,INSTAGRAM,1764.15
ORD200227,2023-11-02,C93220,MONITOR,2,365.17,353 MAIN ST,ONLINE,CANCELLED,TRK89023251,4,FREESHIP,FACEBOOK,730.34
ORD200228,2023-05-17,C57867,CHAIR,4,385.92,579 MAIN ST,CREDIT CARD,CANCELLED,TRK92055007,8,NO_COUPON,INSTAGRAM,1543.68
ORD200229,2025-03-28,C62622,TABLET,1,562.61,762 MAIN ST,CREDIT CARD,DELIVERED,TRK70997648,3,WINTER15,FACEBOOK,562.61
ORD200230,2023-12-16,C94595,DESK,4,61.91,948 MAIN ST,GIFT CARD,DELIVERED,TRK24497305,6,WINTER15,EMAIL,247.64
ORD200231,2023-11-05,C30955,PHONE,4,41.9,327 MAIN ST,GIFT CARD,PENDING,TRK46898848,9,FREESHIP,INSTAGRAM,167.6
ORD200232,2023-05-19,C20731,PRINTER,4,444.44,610 MAIN ST,DEBIT CARD,CANCELLED,TRK75568437,8,WINTER15,GOOGLE,1777.76
ORD200233,2024-08-24,C30168,PHONE,3,311.33,146 MAIN ST,CASH,CANCELLED,TRK73699939,3,WINTER15,INSTAGRAM,933.99
ORD200234,2024-11-26,C79842,PRINTER,4,236.41,337 MAIN ST,DEBIT CARD,PENDING,TRK26957950,7,SAVE10,GOOGLE,945.64
ORD200235,2023-02-20,C32854,DESK,1,65.45,815 MAIN ST,CASH,PENDING,TRK30009218,2,WINTER15,GOOGLE,65.45
ORD200236,2023-01-01,C14847,MONITOR,1,318.81,562 MAIN ST,DEBIT CARD,PENDING,TRK39663243,3,WINTER15,EMAIL,318.81
ORD200237,2024-03-14,C88645,MONITOR,3,583.72,783 MAIN ST,CREDIT CARD,SHIPPED,TRK74097570,5,FREESHIP,FACEBOOK,1751.16
ORD200238,2024-12-13,C66149,DESK,4,384.32,770 MAIN ST,CREDIT CARD,PENDING,TRK76307307,6,WINTER15,GOOGLE,1537.28
ORD200239,2024-12-11,C20256,TABLET,3,538.74,456 MAIN ST,ONLINE,SHIPPED,TRK71127943,6,FREESHIP,EMAIL,1616.22
ORD200240,2023-07-12,C14983,TABLET,1,17.24,255 MAIN ST,ONLINE,PENDING,TRK93444157,2,FREESHIP,INSTAGRAM,17.24
ORD200241,2023-05-16,C20817,CHAIR,5,615.67,407 MAIN ST,ONLINE,PENDING,TRK44164590,6,SAVE10,EMAIL,3078.35
ORD200242,2023-05-09,C94921,PRINTER,2,219.1,134 MAIN ST,ONLINE,PENDING,TRK97794327,4,SAVE10,REFERRAL,438.2
ORD200243,2025-05-09,C54725,CHAIR,2,144.66,506 MAIN ST,ONLINE,CANCELLED,TRK30601940,7,FREESHIP,GOOGLE,289.32
ORD200244,2023-02-16,C98096,DESK,2,317.77,838 MAIN ST,DEBIT CARD,CANCELLED,TRK51518631,4,WINTER15,FACEBOOK,635.54
ORD200245,2025-04-20,C12667,LAPTOP,1,223.3,306 MAIN ST,ONLINE,RETURNED,TRK25390491,1,NO_COUPON,FACEBOOK,223.3
ORD200246,2024-08-30,C55354,DESK,2,342.11,164 MAIN ST,GIFT CARD,SHIPPED,TRK15439493,2,WINTER15,INSTAGRAM,684.22
ORD200247,2023-07-20,C14600,PRINTER,2,220.9,785 MAIN ST,GIFT CARD,SHIPPED,TRK84984764,4,NO_COUPON,EMAIL,441.8
ORD200248,2023-07-02,C97187,LAPTOP,1,670.54,471 MAIN ST,CASH,SHIPPED,TRK62283713,6,FREESHIP,REFERRAL,670.54
ORD200249,2024-02-07,C39106,PRINTER,1,546.19,245 MAIN ST,CASH,PENDING,TRK35464433,5,FREESHIP,REFERRAL,546.19
ORD200250,2023-04-05,C93379,DESK,3,42.95,318 MAIN ST,GIFT CARD,RETURNED,TRK67954150,8,SAVE10,EMAIL,128.85
ORD200251,2025-05-15,C93175,MONITOR,4,14.69,814 MAIN ST,CASH,CANCELLED,TRK32995144,9,NO_COUPON,EMAIL,58.76
ORD200252,2024-09-20,C19648,PHONE,4,668.36,821 MAIN ST,GIFT CARD,CANCELLED,TRK51297879,5,FREESHIP,FACEBOOK,2673.44
ORD200253,2024-03-23,C14891,CHAIR,4,413.74,743 MAIN ST,GIFT CARD,RETURNED,TRK79471534,7,FREESHIP,INSTAGRAM,1654.96
ORD200254,2023-12-26,C10866,MONITOR,3,263.19,770 MAIN ST,ONLINE,DELIVERED,TRK34809583,5,NO_COUPON,INSTAGRAM,789.5699999999999
ORD200255,2024-05-13,C47283,MONITOR,1,263.96,806 MAIN ST,GIFT CARD,RETURNED,TRK56235117,2,SAVE10,GOOGLE,263.96
ORD200256,2025-06-30,C94323,CHAIR,5,75.81,463 MAIN ST,GIFT CARD,RETURNED,TRK22663277,10,WINTER15,INSTAGRAM,379.05
ORD200257,2024-04-23,C89732,PHONE,1,406.22,712 MAIN ST,CREDIT CARD,CANCELLED,TRK41059233,5,SAVE10,REFERRAL,406.22
ORD200258,2024-02-26,C87764,TABLET,2,103.41,294 MAIN ST,ONLINE,SHIPPED,TRK94082469,2,FREESHIP,REFERRAL,206.82
ORD200259,2023-06-11,C20977,CHAIR,4,435.12,636 MAIN ST,CREDIT CARD,DELIVERED,TRK54991561,9,SAVE10,INSTAGRAM,1740.48
ORD200260,2023-05-17,C12245,MONITOR,2,407.79,153 MAIN ST,DEBIT CARD,SHIPPED,TRK22000463,3,NO_COUPON,GOOGLE,815.58
ORD200261,2025-05-28,C68976,PHONE,5,173.65,460 MAIN ST,GIFT CARD,DELIVERED,TRK25491356,9,SAVE10,EMAIL,868.25
ORD200262,2023-01-10,C69476,PHONE,4,249.07,642 MAIN ST,CREDIT CARD,RETURNED,TRK65869386,5,WINTER15,REFERRAL,996.28
ORD200263,2023-03-25,C71040,PHONE,4,434.85,250 MAIN ST,CREDIT CARD,PENDING,TRK41397604,4,WINTER15,GOOGLE,1739.4
ORD200264,2024-08-03,C71035,TABLET,1,436.77,977 MAIN ST,CASH,RETURNED,TRK19599578,5,FREESHIP,GOOGLE,436.77
ORD200265,2023-12-22,C20752,PRINTER,1,572.13,150 MAIN ST,DEBIT CARD,CANCELLED,TRK22298450,4,SAVE10,GOOGLE,572.13
ORD200266,2024-06-08,C38840,CHAIR,4,583.07,589 MAIN ST,CREDIT CARD,CANCELLED,TRK48484633,6,FREESHIP,REFERRAL,2332.28
ORD200267,2025-04-17,C84480,CHAIR,5,468.51,803 MAIN ST,DEBIT CARD,DELIVERED,TRK62361867,9,NO_COUPON,FACEBOOK,2342.55
ORD200268,2023-08-11,C37032,PHONE,2,423.88,655 MAIN ST,DEBIT CARD,DELIVERED,TRK48639226,7,SAVE10,REFERRAL,847.76
ORD200269,2023-11-25,C48942,TABLET,4,663.67,129 MAIN ST,CREDIT CARD,PENDING,TRK29355120,7,FREESHIP,GOOGLE,2654.68
ORD200270,2023-06-04,C13540,PRINTER,4,309.91,127 MAIN ST,DEBIT CARD,SHIPPED,TRK81087373,5,WINTER15,GOOGLE,1239.64
ORD200271,2023-03-28,C59572,MONITOR,1,542.07,791 MAIN ST,CASH,SHIPPED,TRK16792991,6,WINTER15,REFERRAL,542.07
ORD200272,2023-09-19,C29758,CHAIR,2,399.32,119 MAIN ST,ONLINE,PENDING,TRK12990043,6,WINTER15,INSTAGRAM,798.64
ORD200273,2024-10-27,C11849,TABLET,2,238.25,974 MAIN ST,ONLINE,CANCELLED,TRK91195261,7,FREESHIP,EMAIL,476.5
ORD200274,2023-02-04,C50967,PHONE,2,182.4,884 MAIN ST,GIFT CARD,CANCELLED,TRK65300814,5,SAVE10,REFERRAL,364.8
ORD200275,2023-11-04,C80735,CHAIR,2,65.07,360 MAIN ST,CREDIT CARD,CANCELLED,TRK99880231,4,SAVE10,GOOGLE,130.14
ORD200276,2025-03-29,C99050,PRINTER,2,600.57,654 MAIN ST,DEBIT CARD,RETURNED,TRK56927089,3,WINTER15,INSTAGRAM,1201.14
ORD200277,2024-09-09,C11210,CHAIR,5,90.92,910 MAIN ST,CREDIT CARD,DELIVERED,TRK44929965,9,SAVE10,FACEBOOK,454.6
ORD200278,2024-11-18,C46015,LAPTOP,5,362.46,299 MAIN ST,CASH,DELIVERED,TRK46598430,6,FREESHIP,INSTAGRAM,1812.3
ORD200279,2023-10-20,C69167,CHAIR,3,55.01,263 MAIN ST,ONLINE,PENDING,TRK12425655,7,WINTER15,EMAIL,165.03
ORD200280,2023-03-27,C55388,TABLET,3,404.62,740 MAIN ST,GIFT CARD,DELIVERED,TRK75741001,6,FREESHIP,INSTAGRAM,1213.86
ORD200281,2023-07-27,C87181,DESK,4,654.79,195 MAIN ST,CASH,PENDING,TRK60093390,9,NO_COUPON,REFERRAL,2619.16
ORD200282,2025-04-22,C30411,PRINTER,4,637.79,375 MAIN ST,GIFT CARD,CANCELLED,TRK71810536,9,FREESHIP,GOOGLE,2551.16
ORD200283,2025-02-28,C39638,LAPTOP,4,540.33,990 MAIN ST,CASH,SHIPPED,TRK69745608,6,NO_COUPON,GOOGLE,2161.32
ORD200284,2023-02-16,C27203,LAPTOP,5,208.17,516 MAIN ST,CREDIT CARD,RETURNED,TRK22023906,6,SAVE10,FACEBOOK,1040.85
ORD200285,2025-06-10,C67583,PHONE,1,338.31,974 MAIN ST,ONLINE,DELIVERED,TRK93281700,3,NO_COUPON,GOOGLE,338.31
ORD200286,2025-04-07,C70554,MONITOR,3,139.45,187 MAIN ST,GIFT CARD,RETURNED,TRK61086952,8,WINTER15,GOOGLE,418.35
ORD200287,2023-11-24,C70437,CHAIR,4,655.18,630 MAIN ST,ONLINE,SHIPPED,TRK26628830,5,NO_COUPON,FACEBOOK,2620.72
ORD200288,2023-03-12,C97643,LAPTOP,4,512.75,537 MAIN ST,DEBIT CARD,RETURNED,TRK60831391,8,WINTER15,GOOGLE,2051.0
ORD200289,2023-07-26,C17136,CHAIR,4,160.49,333 MAIN ST,CREDIT CARD,SHIPPED,TRK55362541,8,WINTER15,REFERRAL,641.96
ORD200290,2023-05-05,C24901,CHAIR,3,99.9,258 MAIN ST,CASH,DELIVERED,TRK14029489,8,FREESHIP,FACEBOOK,299.7
ORD200291,2024-05-12,C61521,PHONE,2,345.01,670 MAIN ST,CREDIT CARD,DELIVERED,TRK93676567,6,FREESHIP,GOOGLE,690.02
ORD200292,2025-01-15,C39639,MONITOR,1,65.95,185 MAIN ST,CREDIT CARD,DELIVERED,TRK31042152,5,NO_COUPON,FACEBOOK,65.95
ORD200293,2023-02-16,C33220,TABLET,4,463.04,564 MAIN ST,GIFT CARD,RETURNED,TRK40450219,9,NO_COUPON,INSTAGRAM,1852.16
ORD200294,2025-04-01,C65414,PHONE,2,297.71,208 MAIN ST,ONLINE,SHIPPED,TRK67562517,7,SAVE10,REFERRAL,595.42
ORD200295,2023-01-25,C49009,PRINTER,5,107.48,278 MAIN ST,DEBIT CARD,CANCELLED,TRK46285799,9,FREESHIP,EMAIL,537.4
ORD200296,2024-06-19,C48453,DESK,5,638.8,434 MAIN ST,DEBIT CARD,CANCELLED,TRK52110494,10,WINTER15,REFERRAL,3194.0
ORD200297,2023-02-22,C68078,DESK,2,493.88,252 MAIN ST,CREDIT CARD,RETURNED,TRK64862812,7,SAVE10,INSTAGRAM,987.76
ORD200298,2023-12-19,C19402,PRINTER,4,301.17,267 MAIN ST,ONLINE,CANCELLED,TRK97825212,6,NO_COUPON,EMAIL,1204.68
ORD200299,2024-01-20,C30711,MONITOR,1,278.66,856 MAIN ST,GIFT CARD,CANCELLED,TRK42696593,2,FREESHIP,INSTAGRAM,278.66
ORD200300,2024-09-02,C39000,PHONE,1,287.46,894 MAIN ST,DEBIT CARD,RETURNED,TRK33753945,3,FREESHIP,FACEBOOK,287.46
ORD200301,2023-05-11,C31105,CHAIR,1,583.99,726 MAIN ST,CASH,CANCELLED,TRK40149095,2,SAVE10,EMAIL,583.99
ORD200302,2023-05-16,C29432,CHAIR,3,468.74,121 MAIN ST,CASH,PENDING,TRK44142517,4,FREESHIP,INSTAGRAM,1406.22
ORD200303,2024-12-07,C48531,TABLET,1,30.54,368 MAIN ST,DEBIT CARD,RETURNED,TRK95462192,1,NO_COUPON,GOOGLE,30.54
ORD200304,2024-10-18,C86762,MONITOR,5,408.73,326 MAIN ST,GIFT CARD,DELIVERED,TRK75686292,10,FREESHIP,INSTAGRAM,2043.65
ORD200305,2023-11-25,C63822,LAPTOP,4,126.89,235 MAIN ST,CASH,PENDING,TRK59353216,9,FREESHIP,INSTAGRAM,507.56
ORD200306,2024-06-07,C70495,PRINTER,2,57.07,238 MAIN ST,DEBIT CARD,RETURNED,TRK65511225,3,SAVE10,INSTAGRAM,114.14
ORD200307,2023-07-01,C92407,LAPTOP,3,557.41,135 MAIN ST,ONLINE,DELIVERED,TRK11755610,4,NO_COUPON,EMAIL,1672.23
ORD200308,2023-12-11,C75888,PRINTER,3,448.9,790 MAIN ST,DEBIT CARD,RETURNED,TRK98467398,7,SAVE10,INSTAGRAM,1346.7
ORD200309,2023-10-03,C63153,CHAIR,4,549.76,625 MAIN ST,DEBIT CARD,DELIVERED,TRK38033305,4,FREESHIP,FACEBOOK,2199.04
ORD200310,2024-02-24,C85863,PRINTER,3,132.48,968 MAIN ST,ONLINE,SHIPPED,TRK16094218,4,NO_COUPON,REFERRAL,397.4399999999999
ORD200311,2025-05-17,C71698,DESK,5,489.37,274 MAIN ST,ONLINE,RETURNED,TRK34786818,8,NO_COUPON,INSTAGRAM,2446.85
ORD200312,2025-05-24,C35397,PRINTER,5,66.31,579 MAIN ST,GIFT CARD,PENDING,TRK64742535,7,FREESHIP,REFERRAL,331.55
ORD200313,2023-07-09,C67687,CHAIR,2,434.3,978 MAIN ST,CASH,DELIVERED,TRK22838735,7,SAVE10,INSTAGRAM,868.6
ORD200314,2023-10-04,C29931,DESK,4,153.09,540 MAIN ST,ONLINE,DELIVERED,TRK48712417,4,FREESHIP,REFERRAL,612.36
ORD200315,2025-05-12,C59139,TABLET,5,91.67,301 MAIN ST,ONLINE,CANCELLED,TRK45507090,9,FREESHIP,EMAIL,458.35
ORD200316,2023-10-02,C66078,DESK,4,275.28,101 MAIN ST,GIFT CARD,SHIPPED,TRK86474559,9,WINTER15,FACEBOOK,1101.12
ORD200317,2023-04-10,C88370,MONITOR,2,139.95,339 MAIN ST,ONLINE,RETURNED,TRK22575151,5,NO_COUPON,INSTAGRAM,279.9
ORD200318,2024-07-27,C93375,CHAIR,3,148.72,317 MAIN ST,DEBIT CARD,CANCELLED,TRK95706967,7,SAVE10,GOOGLE,446.16
ORD200319,2023-12-02,C53049,LAPTOP,2,563.06,413 MAIN ST,CASH,RETURNED,TRK48974907,6,NO_COUPON,INSTAGRAM,1126.12
ORD200320,2024-12-19,C55590,PRINTER,1,625.51,772 MAIN ST,CREDIT CARD,SHIPPED,TRK48792951,1,FREESHIP,FACEBOOK,625.51
ORD200321,2023-08-09,C47086,PHONE,4,152.29,135 MAIN ST,DEBIT CARD,CANCELLED,TRK44194358,6,WINTER15,GOOGLE,609.16
ORD200322,2024-06-14,C48646,PHONE,5,231.82,339 MAIN ST,DEBIT CARD,DELIVERED,TRK18233748,6,SAVE10,FACEBOOK,1159.1
ORD200323,2025-01-26,C29416,LAPTOP,1,150.17,414 MAIN ST,DEBIT CARD,RETURNED,TRK63820842,1,SAVE10,REFERRAL,150.17
ORD200324,2024-06-13,C13525,TABLET,3,70.93,847 MAIN ST,DEBIT CARD,RETURNED,TRK70193221,5,NO_COUPON,REFERRAL,212.79
ORD200325,2023-06-29,C53545,DESK,3,361.39,665 MAIN ST,CREDIT CARD,SHIPPED,TRK61123177,8,NO_COUPON,REFERRAL,1084.17
ORD200326,2024-07-01,C65986,LAPTOP,5,670.48,273 MAIN ST,GIFT CARD,RETURNED,TRK98353867,5,SAVE10,FACEBOOK,3352.4
ORD200327,2023-07-25,C17302,PHONE,1,359.99,385 MAIN ST,GIFT CARD,CANCELLED,TRK43940016,5,SAVE10,EMAIL,359.99
ORD200328,2023-02-28,C18404,TABLET,5,674.04,546 MAIN ST,ONLINE,CANCELLED,TRK89401624,7,SAVE10,GOOGLE,3370.2
ORD200329,2024-12-25,C88371,CHAIR,4,283.16,306 MAIN ST,CREDIT CARD,SHIPPED,TRK63224811,6,NO_COUPON,GOOGLE,1132.64
ORD200330,2024-06-02,C38068,DESK,5,260.53,532 MAIN ST,GIFT CARD,PENDING,TRK54059198,5,SAVE10,INSTAGRAM,1302.65
ORD200331,2023-04-15,C78724,PRINTER,3,422.13,187 MAIN ST,ONLINE,DELIVERED,TRK25703134,7,SAVE10,FACEBOOK,1266.39
ORD200332,2024-07-03,C26163,DESK,5,125.02,607 MAIN ST,DEBIT CARD,PENDING,TRK67499316,9,SAVE10,GOOGLE,625.1
ORD200333,2024-04-16,C87124,PHONE,1,198.51,818 MAIN ST,CREDIT CARD,RETURNED,TRK52086740,5,WINTER15,INSTAGRAM,198.51
ORD200334,2024-03-26,C90348,CHAIR,4,224.75,728 MAIN ST,ONLINE,DELIVERED,TRK20635777,7,WINTER15,FACEBOOK,899.0
ORD200335,2025-03-03,C58721,TABLET,3,205.86,978 MAIN ST,GIFT CARD,SHIPPED,TRK34801199,4,NO_COUPON,EMAIL,617.58
ORD200336,2023-12-29,C88174,LAPTOP,1,18.2,441 MAIN ST,DEBIT CARD,PENDING,TRK10143345,4,SAVE10,INSTAGRAM,18.2
ORD200337,2023-05-29,C77763,TABLET,3,502.77,599 MAIN ST,DEBIT CARD,RETURNED,TRK66980447,8,WINTER15,EMAIL,1508.31
ORD200338,2023-11-08,C53627,PHONE,5,305.49,704 MAIN ST,DEBIT CARD,SHIPPED,TRK64112352,10,NO_COUPON,REFERRAL,1527.45
ORD200339,2024-04-10,C84563,PRINTER,2,236.33,398 MAIN ST,ONLINE,PENDING,TRK62422797,3,SAVE10,INSTAGRAM,472.66
ORD200340,2023-04-23,C76207,LAPTOP,5,521.25,826 MAIN ST,CASH,CANCELLED,TRK25569378,8,NO_COUPON,EMAIL,2606.25
ORD200341,2024-09-23,C94671,TABLET,1,167.15,293 MAIN ST,GIFT CARD,SHIPPED,TRK61357272,5,WINTER15,EMAIL,167.15
ORD200342,2025-06-24,C69994,MONITOR,5,466.42,619 MAIN ST,GIFT CARD,RETURNED,TRK95935805,5,NO_COUPON,REFERRAL,2332.1
ORD200343,2023-02-26,C64638,PRINTER,1,527.57,919 MAIN ST,DEBIT CARD,PENDING,TRK64087938,3,FREESHIP,FACEBOOK,527.57
ORD200344,2025-03-06,C95623,TABLET,3,623.34,248 MAIN ST,ONLINE,CANCELLED,TRK67558189,3,SAVE10,INSTAGRAM,1870.02
ORD200345,2023-12-07,C24751,TABLET,5,501.26,259 MAIN ST,GIFT CARD,SHIPPED,TRK37285406,10,FREESHIP,REFERRAL,2506.3
ORD200346,2024-12-06,C31764,TABLET,1,655.09,876 MAIN ST,CASH,PENDING,TRK44680433,6,NO_COUPON,REFERRAL,655.09
ORD200347,2024-02-03,C83556,PRINTER,4,264.79,380 MAIN ST,CREDIT CARD,PENDING,TRK21109187,5,SAVE10,GOOGLE,1059.16
ORD200348,2024-03-13,C24369,LAPTOP,3,359.73,885 MAIN ST,DEBIT CARD,RETURNED,TRK72633998,7,FREESHIP,EMAIL,1079.19
ORD200349,2023-11-30,C39648,CHAIR,1,465.33,824 MAIN ST,GIFT CARD,DELIVERED,TRK56016905,2,FREESHIP,GOOGLE,465.33
ORD200350,2023-06-03,C13296,CHAIR,2,54.41,495 MAIN ST,ONLINE,SHIPPED,TRK60127216,6,NO_COUPON,INSTAGRAM,108.82
